Product,"Price gross",Date
"milesPLUS Diesel","9585,00",2015-01-02
"milesPLUS Diesel","9515,00",2015-01-03
"milesPLUS Diesel","9515,00",2015-01-04
"milesPLUS Diesel","9515,00",2015-01-05
"milesPLUS Diesel","9515,00",2015-01-06
"milesPLUS Diesel","9415,00",2015-01-07
"milesPLUS Diesel","9365,00",2015-01-08
"milesPLUS Diesel","9365,00",2015-01-09
"milesPLUS Diesel","9365,00",2015-01-10
"milesPLUS Diesel","9365,00",2015-01-11
"milesPLUS Diesel","9365,00",2015-01-12
"milesPLUS Diesel","9315,00",2015-01-13
"milesPLUS Diesel","9265,00",2015-01-14
"milesPLUS Diesel","9225,00",2015-01-15
"milesPLUS Diesel","9265,00",2015-01-16
"milesPLUS Diesel","9285,00",2015-01-17
"milesPLUS Diesel","9285,00",2015-01-18
"milesPLUS Diesel","9285,00",2015-01-19
"milesPLUS Diesel","9365,00",2015-01-20
"milesPLUS Diesel","9365,00",2015-01-21
"milesPLUS Diesel","9365,00",2015-01-22
"milesPLUS Diesel","9325,00",2015-01-23
"milesPLUS Diesel","9365,00",2015-01-24
"milesPLUS Diesel","9365,00",2015-01-25
"milesPLUS Diesel","9365,00",2015-01-26
"milesPLUS Diesel","9465,00",2015-01-27
"milesPLUS Diesel","9465,00",2015-01-28
"milesPLUS Diesel","9425,00",2015-01-29
"milesPLUS Diesel","9425,00",2015-01-30
"milesPLUS Diesel","9425,00",2015-01-31
"milesPLUS Diesel","9425,00",2015-02-01
"milesPLUS Diesel","9425,00",2015-02-02
"milesPLUS Diesel","9465,00",2015-02-03
"milesPLUS Diesel","9665,00",2015-02-04
"milesPLUS Diesel","9765,00",2015-02-05
"milesPLUS Diesel","9765,00",2015-02-06
"milesPLUS Diesel","9815,00",2015-02-07
"milesPLUS Diesel","9815,00",2015-02-08
"milesPLUS Diesel","9815,00",2015-02-09
"milesPLUS Diesel","9835,00",2015-02-10
"milesPLUS Diesel","10005,00",2015-02-11
"milesPLUS Diesel","9905,00",2015-02-12
"milesPLUS Diesel","9855,00",2015-02-13
"milesPLUS Diesel","9985,00",2015-02-14
"milesPLUS Diesel","9985,00",2015-02-15
"milesPLUS Diesel","9985,00",2015-02-16
"milesPLUS Diesel","10135,00",2015-02-17
"milesPLUS Diesel","10135,00",2015-02-18
"milesPLUS Diesel","10065,00",2015-02-19
"milesPLUS Diesel","10065,00",2015-02-20
"milesPLUS Diesel","10035,00",2015-02-21
"milesPLUS Diesel","10035,00",2015-02-22
"milesPLUS Diesel","10035,00",2015-02-23
"milesPLUS Diesel","10165,00",2015-02-24
