Product,"Price gross",Date
miles95,"10,84",2015-01-02
miles95,"10,77",2015-01-03
miles95,"10,77",2015-01-04
miles95,"10,77",2015-01-05
miles95,"10,79",2015-01-06
miles95,"10,71",2015-01-07
miles95,"10,69",2015-01-08
miles95,"10,69",2015-01-09
miles95,"10,71",2015-01-10
miles95,"10,71",2015-01-11
miles95,"10,71",2015-01-12
miles95,"10,69",2015-01-13
miles95,"10,61",2015-01-14
miles95,"10,59",2015-01-15
miles95,"10,59",2015-01-16
miles95,"10,67",2015-01-17
miles95,"10,67",2015-01-18
miles95,"10,67",2015-01-19
miles95,"10,69",2015-01-20
miles95,"10,77",2015-01-21
miles95,"10,71",2015-01-22
miles95,"10,71",2015-01-23
miles95,"10,71",2015-01-24
miles95,"10,71",2015-01-25
miles95,"10,71",2015-01-26
miles95,"10,79",2015-01-27
miles95,"10,79",2015-01-28
miles95,"10,79",2015-01-29
miles95,"10,89",2015-01-30
miles95,"10,79",2015-01-31
miles95,"10,79",2015-02-01
miles95,"10,79",2015-02-02
miles95,"10,91",2015-02-03
miles95,"11,17",2015-02-04
miles95,"11,22",2015-02-05
miles95,"11,19",2015-02-06
miles95,"11,19",2015-02-07
miles95,"11,19",2015-02-08
miles95,"11,19",2015-02-09
miles95,"11,24",2015-02-10
miles95,"11,40",2015-02-11
miles95,"11,32",2015-02-12
miles95,"11,27",2015-02-13
miles95,"11,37",2015-02-14
miles95,"11,37",2015-02-15
miles95,"11,37",2015-02-16
miles95,"11,47",2015-02-17
miles95,"11,47",2015-02-18
miles95,"11,39",2015-02-19
miles95,"11,39",2015-02-20
miles95,"11,39",2015-02-21
miles95,"11,39",2015-02-22
miles95,"11,39",2015-02-23
miles95,"11,51",2015-02-24
miles95,"11,49",2015-02-25
miles95,"11,49",2015-02-26
miles95,"11,49",2015-02-27
miles95,"11,59",2015-02-28
miles95,"11,59",2015-03-01
miles95,"11,59",2015-03-02
miles95,"11,69",2015-03-03
miles95,"11,69",2015-03-04
miles95,"11,69",2015-03-05
miles95,"11,69",2015-03-06
miles95,"11,71",2015-03-07
miles95,"11,71",2015-03-08
miles95,"11,75",2015-03-09
miles95,"11,79",2015-03-10
miles95,"11,89",2015-03-11
miles95,"11,79",2015-03-12
miles95,"11,89",2015-03-13
miles95,"11,89",2015-03-14
miles95,"11,89",2015-03-15
miles95,"11,89",2015-03-16
miles95,"11,81",2015-03-17
miles95,"11,71",2015-03-18
miles95,"11,69",2015-03-19
miles95,"11,79",2015-03-20
miles95,"11,79",2015-03-21
miles95,"11,79",2015-03-22
miles95,"11,79",2015-03-23
miles95,"11,81",2015-03-24
miles95,"11,89",2015-03-25
miles95,"11,89",2015-03-26
miles95,"11,99",2015-03-27
miles95,"12,09",2015-03-28
miles95,"12,09",2015-03-29
miles95,"12,09",2015-03-30
miles95,"11,99",2015-03-31
miles95,"11,89",2015-04-01
miles95,"11,86",2015-04-02
miles95,"11,91",2015-04-03
miles95,"11,87",2015-04-04
miles95,"11,87",2015-04-05
miles95,"11,87",2015-04-06
miles95,"11,87",2015-04-07
miles95,"11,87",2015-04-08
miles95,"11,87",2015-04-09
miles95,"11,87",2015-04-10
miles95,"11,87",2015-04-11
miles95,"11,87",2015-04-12
miles95,"11,87",2015-04-13
miles95,"11,97",2015-04-14
miles95,"12,01",2015-04-15
miles95,"12,07",2015-04-16
miles95,"12,19",2015-04-17
miles95,"12,19",2015-04-18
miles95,"12,19",2015-04-19
miles95,"12,21",2015-04-20
miles95,"12,21",2015-04-21
miles95,"12,23",2015-04-22
miles95,"12,19",2015-04-23
miles95,"12,17",2015-04-24
miles95,"12,31",2015-04-25
miles95,"12,31",2015-04-26
miles95,"12,31",2015-04-27
miles95,"12,31",2015-04-28
miles95,"12,29",2015-04-29
miles95,"12,29",2015-04-30
miles95,"12,29",2015-05-01
miles95,"12,25",2015-05-02
miles95,"12,25",2015-05-03
miles95,"12,25",2015-05-04
miles95,"12,21",2015-05-05
miles95,"12,27",2015-05-06
miles95,"12,39",2015-05-07
miles95,"12,29",2015-05-08
miles95,"12,19",2015-05-09
miles95,"12,19",2015-05-10
miles95,"12,19",2015-05-11
miles95,"12,11",2015-05-12
miles95,"12,11",2015-05-13
miles95,"12,21",2015-05-14
miles95,"12,21",2015-05-15
miles95,"12,27",2015-05-16
miles95,"12,27",2015-05-17
miles95,"12,27",2015-05-18
miles95,"12,21",2015-05-19
miles95,"12,19",2015-05-20
miles95,"12,19",2015-05-21
miles95,"12,21",2015-05-22
miles95,"12,37",2015-05-23
miles95,"12,37",2015-05-24
