Product,"Price gross",Date
"miles Off-road Diesel B0","9218,00",2015-11-24
"miles Off-road Diesel B0","9288,00",2015-11-25
"miles Off-road Diesel B0","9288,00",2015-11-26
"miles Off-road Diesel B0","9288,00",2015-11-27
"miles Off-road Diesel B0","9288,00",2015-11-28
"miles Off-road Diesel B0","9288,00",2015-11-29
"miles Off-road Diesel B0","9288,00",2015-11-30
"miles Off-road Diesel B0","9218,00",2015-12-01
"miles Off-road Diesel B0","9118,00",2015-12-03
"miles Off-road Diesel B0","9078,00",2015-12-04
"miles Off-road Diesel B0","9078,00",2015-12-05
"miles Off-road Diesel B0","9078,00",2015-12-06
"miles Off-road Diesel B0","9078,00",2015-12-07
"miles Off-road Diesel B0","9018,00",2015-12-08
"miles Off-road Diesel B0","8918,00",2015-12-09
"miles Off-road Diesel B0","8868,00",2015-12-10
"miles Off-road Diesel B0","8818,00",2015-12-11
"miles Off-road Diesel B0","8818,00",2015-12-12
"miles Off-road Diesel B0","8818,00",2015-12-13
"miles Off-road Diesel B0","8818,00",2015-12-14
"miles Off-road Diesel B0","8718,00",2015-12-15
"miles Off-road Diesel B0","8518,00",2015-12-16
"miles Off-road Diesel B0","8518,00",2015-12-17
"miles Off-road Diesel B0","8518,00",2015-12-18
"miles Off-road Diesel B0","8518,00",2015-12-19
"miles Off-road Diesel B0","8518,00",2015-12-20
"miles Off-road Diesel B0","8518,00",2015-12-21
"miles Off-road Diesel B0","8678,00",2015-12-22
"miles Off-road Diesel B0","8518,00",2015-12-23
"miles Off-road Diesel B0","8518,00",2015-12-24
"miles Off-road Diesel B0","8618,00",2015-12-25
"miles Off-road Diesel B0","8618,00",2015-12-26
"miles Off-road Diesel B0","8618,00",2015-12-27
"miles Off-road Diesel B0","8618,00",2015-12-28
"miles Off-road Diesel B0","8618,00",2015-12-29
"miles Off-road Diesel B0","8678,00",2015-12-30
"miles Off-road Diesel B0","8758,00",2015-12-31
"miles Off-road Diesel B0","8788,00",2016-01-01
"miles Off-road Diesel B0","8788,00",2016-01-02
"miles Off-road Diesel B0","8788,00",2016-01-03
"miles Off-road Diesel B0","8788,00",2016-01-04
"miles Off-road Diesel B0","8718,00",2016-01-05
"miles Off-road Diesel B0","8718,00",2016-01-06
"miles Off-road Diesel B0","8718,00",2016-01-07
"miles Off-road Diesel B0","8619,00",2016-01-08
"miles Off-road Diesel B0","8619,00",2016-01-09
"miles Off-road Diesel B0","8619,00",2016-01-10
"miles Off-road Diesel B0","8619,00",2016-01-11
"miles Off-road Diesel B0","8519,00",2016-01-12
"miles Off-road Diesel B0","8419,00",2016-01-13
"miles Off-road Diesel B0","8319,00",2016-01-14
"miles Off-road Diesel B0","8319,00",2016-01-15
"miles Off-road Diesel B0","8219,00",2016-01-16
"miles Off-road Diesel B0","8219,00",2016-01-17
"miles Off-road Diesel B0","8219,00",2016-01-18
"miles Off-road Diesel B0","8219,00",2016-01-19
"miles Off-road Diesel B0","8219,00",2016-01-20
"miles Off-road Diesel B0","8219,00",2016-01-21
"miles Off-road Diesel B0","8119,00",2016-01-22
"miles Off-road Diesel B0","8219,00",2016-01-23
"miles Off-road Diesel B0","8219,00",2016-01-24
"miles Off-road Diesel B0","8219,00",2016-01-25
"miles Off-road Diesel B0","8219,00",2016-01-26
"miles Off-road Diesel B0","8139,00",2016-01-27
"miles Off-road Diesel B0","8139,00",2016-01-28
"miles Off-road Diesel B0","8169,00",2016-01-29
"miles Off-road Diesel B0","8299,00",2016-01-30
"miles Off-road Diesel B0","8299,00",2016-01-31
"miles Off-road Diesel B0","8299,00",2016-02-01
"miles Off-road Diesel B0","8299,00",2016-02-02
"miles Off-road Diesel B0","8319,00",2016-02-03
"miles Off-road Diesel B0","8269,00",2016-02-04
"miles Off-road Diesel B0","8369,00",2016-02-05
"miles Off-road Diesel B0","8369,00",2016-02-07
"miles Off-road Diesel B0","8369,00",2016-02-08
"miles Off-road Diesel B0","8319,00",2016-02-09
"miles Off-road Diesel B0","8319,00",2016-02-10
"miles Off-road Diesel B0","8219,00",2016-02-11
"miles Off-road Diesel B0","8119,00",2016-02-12
"miles Off-road Diesel B0","8219,00",2016-02-13
"miles Off-road Diesel B0","8219,00",2016-02-14
"miles Off-road Diesel B0","8219,00",2016-02-15
"miles Off-road Diesel B0","8319,00",2016-02-16
"miles Off-road Diesel B0","8419,00",2016-02-17
"miles Off-road Diesel B0","8419,00",2016-02-18
"miles Off-road Diesel B0","8519,00",2016-02-19
"miles Off-road Diesel B0","8519,00",2016-02-20
"miles Off-road Diesel B0","8519,00",2016-02-21
"miles Off-road Diesel B0","8519,00",2016-02-22
"miles Off-road Diesel B0","8419,00",2016-02-23
"miles Off-road Diesel B0","8419,00",2016-02-24
"miles Off-road Diesel B0","8319,00",2016-02-25
"miles Off-road Diesel B0","8319,00",2016-02-26
"miles Off-road Diesel B0","8419,00",2016-02-27
"miles Off-road Diesel B0","8419,00",2016-02-28
"miles Off-road Diesel B0","8419,00",2016-02-29
"miles Off-road Diesel B0","8479,00",2016-03-01
"miles Off-road Diesel B0","8479,00",2016-03-02
"miles Off-road Diesel B0","8479,00",2016-03-03
"miles Off-road Diesel B0","8579,00",2016-03-04
"miles Off-road Diesel B0","8579,00",2016-03-05
"miles Off-road Diesel B0","8579,00",2016-03-06
"miles Off-road Diesel B0","8579,00",2016-03-07
"miles Off-road Diesel B0","8619,00",2016-03-08
"miles Off-road Diesel B0","8719,00",2016-03-09
"miles Off-road Diesel B0","8719,00",2016-03-10
"miles Off-road Diesel B0","8719,00",2016-03-11
"miles Off-road Diesel B0","8819,00",2016-03-12
"miles Off-road Diesel B0","8819,00",2016-03-14
"miles Off-road Diesel B0","8719,00",2016-03-15
"miles Off-road Diesel B0","8639,00",2016-03-16
"miles Off-road Diesel B0","8639,00",2016-03-17
"miles Off-road Diesel B0","8719,00",2016-03-18
"miles Off-road Diesel B0","8819,00",2016-03-19
"miles Off-road Diesel B0","8819,00",2016-03-20
"miles Off-road Diesel B0","8819,00",2016-03-21
"miles Off-road Diesel B0","8819,00",2016-03-22
"miles Off-road Diesel B0","8819,00",2016-03-23
"miles Off-road Diesel B0","8819,00",2016-03-24
"miles Off-road Diesel B0","8719,00",2016-03-25
"miles Off-road Diesel B0","8719,00",2016-03-26
"miles Off-road Diesel B0","8719,00",2016-03-27
"miles Off-road Diesel B0","8719,00",2016-03-28
"miles Off-road Diesel B0","8719,00",2016-03-29
"miles Off-road Diesel B0","8719,00",2016-03-30
"miles Off-road Diesel B0","8619,00",2016-03-31
"miles Off-road Diesel B0","8619,00",2016-04-01
"miles Off-road Diesel B0","8619,00",2016-04-02
"miles Off-road Diesel B0","8619,00",2016-04-03
"miles Off-road Diesel B0","8619,00",2016-04-04
"miles Off-road Diesel B0","8519,00",2016-04-05
"miles Off-road Diesel B0","8479,00",2016-04-06
"miles Off-road Diesel B0","8419,00",2016-04-07
"miles Off-road Diesel B0","8479,00",2016-04-08
"miles Off-road Diesel B0","8479,00",2016-04-09
"miles Off-road Diesel B0","8479,00",2016-04-10
"miles Off-road Diesel B0","8479,00",2016-04-11
"miles Off-road Diesel B0","8619,00",2016-04-12
"miles Off-road Diesel B0","8699,00",2016-04-13
"miles Off-road Diesel B0","8799,00",2016-04-14
"miles Off-road Diesel B0","8799,00",2016-04-15
"miles Off-road Diesel B0","8839,00",2016-04-16
"miles Off-road Diesel B0","8839,00",2016-04-17
"miles Off-road Diesel B0","8839,00",2016-04-18
"miles Off-road Diesel B0","8739,00",2016-04-19
"miles Off-road Diesel B0","8739,00",2016-04-20
"miles Off-road Diesel B0","8739,00",2016-04-21
"miles Off-road Diesel B0","8789,00",2016-04-22
"miles Off-road Diesel B0","8839,00",2016-04-23
"miles Off-road Diesel B0","8839,00",2016-04-24
"miles Off-road Diesel B0","8839,00",2016-04-25
"miles Off-road Diesel B0","8839,00",2016-04-26
"miles Off-road Diesel B0","8839,00",2016-04-27
"miles Off-road Diesel B0","8869,00",2016-04-28
"miles Off-road Diesel B0","8899,00",2016-04-29
"miles Off-road Diesel B0","8999,00",2016-04-30
"miles Off-road Diesel B0","8999,00",2016-05-01
"miles Off-road Diesel B0","8999,00",2016-05-02
"miles Off-road Diesel B0","8939,00",2016-05-03
"miles Off-road Diesel B0","8939,00",2016-05-04
"miles Off-road Diesel B0","8789,00",2016-05-05
"miles Off-road Diesel B0","8789,00",2016-05-06
"miles Off-road Diesel B0","8839,00",2016-05-07
"miles Off-road Diesel B0","8839,00",2016-05-08
"miles Off-road Diesel B0","8839,00",2016-05-09
"miles Off-road Diesel B0","8839,00",2016-05-10
"miles Off-road Diesel B0","8799,00",2016-05-11
"miles Off-road Diesel B0","8839,00",2016-05-12
"miles Off-road Diesel B0","8939,00",2016-05-13
"miles Off-road Diesel B0","8939,00",2016-05-14
"miles Off-road Diesel B0","8939,00",2016-05-15
"miles Off-road Diesel B0","8939,00",2016-05-16
"miles Off-road Diesel B0","8939,00",2016-05-17
"miles Off-road Diesel B0","9139,00",2016-05-18
"miles Off-road Diesel B0","9139,00",2016-05-19
"miles Off-road Diesel B0","9199,00",2016-05-20
"miles Off-road Diesel B0","9199,00",2016-05-21
"miles Off-road Diesel B0","9199,00",2016-05-22
"miles Off-road Diesel B0","9199,00",2016-05-23
"miles Off-road Diesel B0","9169,00",2016-05-24
"miles Off-road Diesel B0","9169,00",2016-05-25
"miles Off-road Diesel B0","9239,00",2016-05-26
"miles Off-road Diesel B0","9309,00",2016-05-27
"miles Off-road Diesel B0","9309,00",2016-05-28
"miles Off-road Diesel B0","9309,00",2016-05-29
"miles Off-road Diesel B0","9309,00",2016-05-30
"miles Off-road Diesel B0","9309,00",2016-05-31
"miles Off-road Diesel B0","9309,00",2016-06-01
"miles Off-road Diesel B0","9309,00",2016-06-02
"miles Off-road Diesel B0","9249,00",2016-06-03
"miles Off-road Diesel B0","9299,00",2016-06-04
"miles Off-road Diesel B0","9299,00",2016-06-05
"miles Off-road Diesel B0","9299,00",2016-06-06
"miles Off-road Diesel B0","9239,00",2016-06-07
"miles Off-road Diesel B0","9239,00",2016-06-08
"miles Off-road Diesel B0","9239,00",2016-06-09
"miles Off-road Diesel B0","9359,00",2016-06-10
"miles Off-road Diesel B0","9359,00",2016-06-11
"miles Off-road Diesel B0","9359,00",2016-06-12
"miles Off-road Diesel B0","9359,00",2016-06-13
"miles Off-road Diesel B0","9359,00",2016-06-14
"miles Off-road Diesel B0","9359,00",2016-06-15
"miles Off-road Diesel B0","9259,00",2016-06-16
"miles Off-road Diesel B0","9259,00",2016-06-17
"miles Off-road Diesel B0","9159,00",2016-06-18
"miles Off-road Diesel B0","9159,00",2016-06-19
"miles Off-road Diesel B0","9159,00",2016-06-20
"miles Off-road Diesel B0","9159,00",2016-06-21
"miles Off-road Diesel B0","9259,00",2016-06-22
"miles Off-road Diesel B0","9259,00",2016-06-23
"miles Off-road Diesel B0","9259,00",2016-06-24
"miles Off-road Diesel B0","9259,00",2016-06-25
"miles Off-road Diesel B0","9259,00",2016-06-26
"miles Off-road Diesel B0","9259,00",2016-06-27
"miles Off-road Diesel B0","9259,00",2016-06-28
"miles Off-road Diesel B0","9159,00",2016-06-29
"miles Off-road Diesel B0","9159,00",2016-06-30
"miles Off-road Diesel B0","9259,00",2016-07-01
"miles Off-road Diesel B0","9259,00",2016-07-02
