Product,"Price gross",Date
"HVO100 Leveret","15290,00",2020-05-23
"HVO100 Leveret","15190,00",2020-05-26
"HVO100 Leveret","15490,00",2020-05-27
"HVO100 Leveret","15390,00",2020-05-30
"HVO100 Leveret","15490,00",2020-06-03
"HVO100 Leveret","15690,00",2020-06-04
"HVO100 Leveret","15790,00",2020-06-09
"HVO100 Leveret","15690,00",2020-06-13
"HVO100 Leveret","15790,00",2020-06-17
"HVO100 Leveret","15890,00",2020-06-18
"HVO100 Leveret","15990,00",2020-06-23
"HVO100 Leveret","15890,00",2020-06-26
"HVO100 Leveret","16090,00",2020-07-02
"HVO100 Leveret","16190,00",2020-07-08
"HVO100 Leveret","16090,00",2020-07-16
"HVO100 Leveret","16290,00",2020-07-23
"HVO100 Leveret","16190,00",2020-07-25
"HVO100 Leveret","16090,00",2020-07-29
"HVO100 Leveret","16190,00",2020-07-31
"HVO100 Leveret","16090,00",2020-08-01
"HVO100 Leveret","16190,00",2020-08-07
"HVO100 Leveret","16090,00",2020-08-11
"HVO100 Leveret","16090,00",2020-08-24
"HVO100 Leveret","16190,00",2020-08-26
"HVO100 Leveret","16090,00",2020-09-01
"HVO100 Leveret","16590,00",2020-09-17
"HVO100 Leveret","16790,00",2020-09-19
"HVO100 Leveret","16590,00",2020-09-23
"HVO100 Leveret","16690,00",2020-09-29
"HVO100 Leveret","16590,00",2020-10-06
"HVO100 Leveret","16690,00",2020-10-07
"HVO100 Leveret","16790,00",2020-10-08
"HVO100 Leveret","16890,00",2020-10-13
"HVO100 Leveret","16790,00",2020-10-14
"HVO100 Leveret","15290,00",2020-10-15
"HVO100 Leveret","15190,00",2020-10-23
"HVO100 Leveret","15290,00",2020-10-24
"HVO100 Leveret","15190,00",2020-10-28
"HVO100 Leveret","15090,00",2020-10-31
"HVO100 Leveret","15190,00",2020-11-05
"HVO100 Leveret","15290,00",2020-11-06
"HVO100 Leveret","15190,00",2020-11-10
"HVO100 Leveret","15290,00",2020-11-11
"HVO100 Leveret","15390,00",2020-11-12
"HVO100 Leveret","15490,00",2020-11-13
"HVO100 Leveret","15390,00",2020-11-17
"HVO100 Leveret","15490,00",2020-11-20
"HVO100 Leveret","15690,00",2020-11-26
"HVO100 Leveret","15790,00",2020-11-28
"HVO100 Leveret","15690,00",2020-12-02
"HVO100 Leveret","15790,00",2020-12-05
"HVO100 Leveret","15690,00",2020-12-11
"HVO100 Leveret","15890,00",2020-12-12
"HVO100 Leveret","15790,00",2020-12-16
"HVO100 Leveret","15890,00",2020-12-17
"HVO100 Leveret","15990,00",2020-12-22
"HVO100 Leveret","15890,00",2020-12-23
"HVO100 Leveret","15916,00",2021-01-01
"HVO100 Leveret","16370,00",2021-01-05
"HVO100 Leveret","16470,00",2021-01-07
"HVO100 Leveret","16570,00",2021-01-12
"HVO100 Leveret","16670,00",2021-01-15
"HVO100 Leveret","16570,00",2021-01-26
"HVO100 Leveret","16670,00",2021-01-29
"HVO100 Leveret","16770,00",2021-02-04
"HVO100 Leveret","16920,00",2021-02-05
"HVO100 Leveret","17020,00",2021-02-09
"HVO100 Leveret","17120,00",2021-02-17
"HVO100 Leveret","17220,00",2021-02-19
"HVO100 Leveret","17320,00",2021-02-26
"HVO100 Leveret","17220,00",2021-03-04
"HVO100 Leveret","17670,00",2021-03-09
"HVO100 Leveret","17770,00",2021-03-10
"HVO100 Leveret","17670,00",2021-03-12
"HVO100 Leveret","17770,00",2021-03-13
